ds,soil,trend,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
2012-10-01,58,78.72952193,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,0,0,0,60.54824728,83.17194975,78.72952193,78.72952193,71.53250744
2012-11-01,58,78.6381007,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,0,0,0,63.8997275,88.16753597,78.6381007,78.6381007,75.40274874
2012-12-01,60,78.54962854,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,0,0,0,65.41962438,87.03640847,78.54962854,78.54962854,75.84014179
2013-01-01,61,78.45820731,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,0,0,0,65.8749153,88.14527128,78.45820731,78.45820731,76.83275692
2013-02-01,62,78.36678608,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0,0,0,67.48199289,90.89185326,78.36678608,78.36678608,78.90901355
2013-03-01,64,78.28421206,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,0,0,0,71.08134019,94.81513339,78.28421206,78.28421206,82.60982216
2013-04-01,66,78.19279083,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,0,0,0,76.62527705,101.2605827,78.19279083,78.19279083,89.48805345
2013-05-01,68,78.10431869,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,0,0,0,80.30811177,103.9880676,78.10431869,78.10431869,92.52920831
2013-06-01,64,78.01289747,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,0,0,0,74.577577,97.88383125,78.01289747,78.01289747,85.3011879
2013-07-01,58,77.92442532,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,0,0,0,63.60236297,86.39076877,77.92442532,77.92442532,74.37919947
2013-08-01,57,77.8330041,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,0,0,0,58.52135146,81.39473853,77.8330041,77.8330041,69.63804677
2013-09-01,63,77.74158289,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,0,0,0,56.11632537,79.17065915,77.74158289,77.74158289,68.01950103
2013-10-01,75,77.65311074,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,0,0,0,59.13208802,82.31801118,77.65311074,77.65311074,70.7351089
2013-11-01,80,77.56168952,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,0,0,0,62.36951188,85.96504447,77.56168952,77.56168952,74.16027635
2013-12-01,82,77.47321738,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,0,0,0,62.74970681,85.5804699,77.47321738,77.47321738,74.99872704
2014-01-01,82,77.38179617,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,0,0,0,63.28853284,85.92866067,77.38179617,77.38179617,75.57622482
2014-02-01,83,77.29037496,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0,0,0,66.16500523,88.95373854,77.29037496,77.29037496,77.75610141
2014-03-01,85,77.20780096,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,0,0,0,70.29248257,93.53391618,77.20780096,77.20780096,81.59447556
2014-04-01,90,77.11637975,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,0,0,0,76.07919839,99.70790098,77.11637975,77.11637975,88.16012929
2014-05-01,90,77.02790761,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,0,0,0,80.89360305,103.4824548,77.02790761,77.02790761,91.51167422
2014-06-01,81,76.9364864,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,0,0,0,73.0496562,95.94534505,76.9364864,76.9364864,84.63189474
2014-07-01,70,76.84801426,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,0,0,0,61.02469239,84.61126179,76.84801426,76.84801426,73.2559094
2014-08-01,66,76.75659306,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,0,0,0,56.77473075,79.5251197,76.75659306,76.75659306,68.4303654
2014-09-01,67,76.66517185,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,0,0,0,55.86492143,78.47239064,76.66517185,76.66517185,66.73980411
2014-10-01,78,76.57669971,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,0,0,0,58.7795406,81.34316907,76.57669971,76.57669971,69.93998787
2014-11-01,79,76.48527849,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,0,0,0,61.22280709,85.37311029,76.48527849,76.48527849,72.91687034
2014-12-01,80,76.39680635,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,0,0,0,62.18722082,86.25064925,76.39680635,76.39680635,74.15540873
2015-01-01,80,76.30538514,-1.98942975,-1.98942975,-1.98942975,-1.98942975,-1.98942975,-1.98942975,0,0,0,63.55820395,85.79750368,76.30538514,76.30538514,74.31595539
2015-02-01,86,76.21396393,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0,0,0,65.85516241,88.04607984,76.21396393,76.21396393,76.60521604
2015-03-01,88,76.13138993,4.446836929,4.446836929,4.446836929,4.446836929,4.446836929,4.446836929,0,0,0,68.02727458,91.76110994,76.13138993,76.13138993,80.57822686
2015-04-01,89,76.03996872,10.79283785,10.79283785,10.79283785,10.79283785,10.79283785,10.79283785,0,0,0,75.17158833,98.87629374,76.03996872,76.03996872,86.83280657
2015-05-01,94,75.95149658,14.54787253,14.54787253,14.54787253,14.54787253,14.54787253,14.54787253,0,0,0,78.22647894,102.0294992,75.95149658,75.95149658,90.49936911
2015-06-01,95,75.86007537,8.09976452,8.09976452,8.09976452,8.09976452,8.09976452,8.09976452,0,0,0,72.66361154,95.1579926,75.86007537,75.86007537,83.95983989
2015-07-01,84,75.7716032,-3.645463071,-3.645463071,-3.645463071,-3.645463071,-3.645463071,-3.645463071,0,0,0,59.92989236,83.58141137,75.7716032,75.7716032,72.12614013
2015-08-01,76,75.68018196,-8.458731923,-8.458731923,-8.458731923,-8.458731923,-8.458731923,-8.458731923,0,0,0,54.92260857,78.47985355,75.68018196,75.68018196,67.22145004
2015-09-01,73,75.58876072,-10.12192856,-10.12192856,-10.12192856,-10.12192856,-10.12192856,-10.12192856,0,0,0,53.54818761,76.75978297,75.58876072,75.58876072,65.46683216
2015-10-01,72,75.50028855,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,0,0,0,57.83231347,80.355636,75.50028855,75.50028855,69.14686218
2015-11-01,76,75.40886731,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,0,0,0,59.95101342,83.5220224,75.40886731,75.40886731,71.67254907
2015-12-01,77,75.32039514,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,0,0,0,61.78841225,84.55898944,75.32039514,75.32039514,73.3099875
2016-01-01,76,75.2289739,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,0,0,0,61.61934808,85.6545419,75.2289739,75.2289739,73.05209951
2016-02-01,77,75.13755266,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0,0,0,63.69545901,87.40334741,75.13755266,75.13755266,75.45644203
2016-03-01,80,75.05202957,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,0,0,0,68.43230752,91.44574225,75.05202957,75.05202957,79.31572789
2016-04-01,83,74.96060833,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,0,0,0,74.85855956,96.91558995,74.96060833,74.96060833,86.50779382
2016-05-01,90,74.87213616,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,0,0,0,76.84042422,100.8516154,74.87213616,74.87213616,89.24348138
2016-06-01,86,74.78071492,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,0,0,0,70.47800335,93.23598271,74.78071492,74.78071492,81.65949187
2016-07-01,73,74.69224275,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,0,0,0,59.77729846,83.27901002,74.69224275,74.69224275,71.18731258
2016-08-01,68,74.60082151,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,0,0,0,54.20951891,79.43036205,74.60082151,74.60082151,66.53563436
2016-09-01,67,74.50940027,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,0,0,0,53.85652515,76.78932222,74.50940027,74.50940027,64.99712133
2016-10-01,69,74.4209281,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,0,0,0,56.25256193,78.72649483,74.4209281,74.4209281,67.22391361
2016-11-01,72,74.32950686,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,0,0,0,60.18433366,82.85346477,74.32950686,74.32950686,71.0941549
2016-12-01,74,74.24103468,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,0,0,0,60.46092035,82.38964616,74.24103468,74.24103468,71.53154793
2017-01-01,78,74.14961343,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,0,0,0,61.29501761,84.36420133,74.14961343,74.14961343,72.52416305
2017-02-01,83,74.05819218,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0,0,0,62.96767356,85.97974209,74.05819218,74.05819218,74.60041966
2017-03-01,91,73.97561815,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,0,0,0,67.41512262,90.31240474,73.97561815,73.97561815,78.30122825
2017-04-01,107,73.8841969,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,0,0,0,74.64416681,96.87820285,73.8841969,73.8841969,85.17945952
2017-05-01,108,73.79572473,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,0,0,0,77.01420209,99.97632191,73.79572473,73.79572473,88.22061434
2017-06-01,95,73.70430348,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,0,0,0,69.47103866,92.58225113,73.70430348,73.70430348,80.99259391
2017-07-01,79,73.6158313,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,0,0,0,58.3514663,81.82986635,73.6158313,73.6158313,70.07060545
2017-08-01,73,73.52441005,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,0,0,0,53.587102,77.87327299,73.52441005,73.52441005,65.32945271
2017-09-01,70,73.43298879,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,0,0,0,52.02271238,75.82890788,73.43298879,73.43298879,63.71090694
2017-10-01,71,73.34451661,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,0,0,0,55.43269822,78.15239709,73.34451661,73.34451661,66.42651477
2017-11-01,72,73.25309535,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,0,0,0,58.58024707,81.55369945,73.25309535,73.25309535,69.85168218
2017-12-01,72,73.16462317,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,0,0,0,60.3248974,83.13071134,73.16462317,73.16462317,70.69013283
2018-01-01,72,73.07320191,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,0,0,0,59.55627444,82.97779561,73.07320191,73.07320191,71.26763056
2018-02-01,74,72.98178065,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0,0,0,61.43856632,84.90913849,72.98178065,72.98178065,73.44750711
2018-03-01,75,72.89920661,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,0,0,0,65.88312776,88.22724388,72.89920661,72.89920661,77.28588122
2018-04-01,77,72.80778535,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,0,0,0,71.82291609,95.3132685,72.80778535,72.80778535,83.85153489
2018-05-01,76,72.71931317,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,0,0,0,76.03881807,98.52485835,72.71931317,72.71931317,87.20307978
2018-06-01,69,72.62789191,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,0,0,0,68.32737806,91.82401893,72.62789191,72.62789191,80.32330025
2018-07-01,62,72.53941973,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,0,0,0,57.38935431,80.14623998,72.53941973,72.53941973,68.94731486
2018-08-01,59,72.44799847,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,0,0,0,52.19774488,76.15401729,72.44799847,72.44799847,64.12177081
2018-09-01,57,72.35657721,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,0,0,0,50.28550071,73.49705685,72.35657721,72.35657721,62.43120947
2018-10-01,58,72.26810502,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,0,0,0,54.27131792,77.27691137,72.26810502,72.26810502,65.63139318
2018-11-01,61,72.17668376,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,0,0,0,56.98081071,81.16605701,72.17668376,72.17668376,68.60827561
2018-12-01,62,72.08821158,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,-2.241397626,0,0,0,58.61797198,81.56086044,72.08821158,72.08821158,69.84681395
2019-01-01,62,71.99679032,-1.98942975,-1.98942975,-1.98942975,-1.98942975,-1.98942975,-1.98942975,0,0,0,58.29340361,81.34521454,71.99679032,71.99679032,70.00736057
2019-02-01,66,71.90536906,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0.3912521095,0,0,0,61.58810433,83.58100353,71.90536906,71.90536906,72.29662117
2019-03-01,75,71.82279502,4.446836929,4.446836929,4.446836929,4.446836929,4.446836929,4.446836929,0,0,0,65.07208842,87.43410051,71.82279502,71.82279502,76.26963195
2019-04-01,87,71.73137376,10.79283785,10.79283785,10.79283785,10.79283785,10.79283785,10.79283785,0,0,0,70.82344146,94.70422982,71.73137376,71.73137376,82.52421161
2019-05-01,97,71.64290158,14.54787253,14.54787253,14.54787253,14.54787253,14.54787253,14.54787253,0,0,0,74.80731113,97.70441012,71.64290158,71.64290158,86.19077411
2019-06-01,94,71.55148032,8.09976452,8.09976452,8.09976452,8.09976452,8.09976452,8.09976452,0,0,0,68.51620246,90.18858064,71.55148032,71.55148032,79.65124484
2019-07-01,81,71.46300814,-3.645463071,-3.645463071,-3.645463071,-3.645463071,-3.645463071,-3.645463071,0,0,0,56.17370018,79.4346244,71.46300814,71.46300814,67.81754506
2019-08-01,72,71.37158688,-8.458731923,-8.458731923,-8.458731923,-8.458731923,-8.458731923,-8.458731923,0,0,0,51.16547733,74.60354814,71.37158688,71.37158688,62.91285495
2019-09-01,67,71.28016562,-10.12192856,-10.12192856,-10.12192856,-10.12192856,-10.12192856,-10.12192856,0,0,0,50.18210283,72.42886817,71.28016562,71.28016562,61.15823706
2019-10-01,66,71.19169343,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,-6.353426372,0,0,0,52.9865642,75.99639216,71.19169343,71.19169343,64.83826706
2019-11-01,66,71.10027217,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,-3.736318247,0,0,0,55.84039631,78.77738428,71.10027217,71.10027217,67.36395393
2019-12-01,69,71.01179999,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,-2.01040764,0,0,0,58.10319453,81.15375433,71.01179999,71.01179999,69.00139235
2020-01-01,69,70.92037873,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,-2.17687439,0,0,0,56.90128187,80.37903501,70.92037873,70.92037873,68.74350434
2020-02-01,70,70.82895747,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0.3188893654,0,0,0,60.21912832,83.0437053,70.82895747,70.82895747,71.14784684
2020-03-01,76,70.74343436,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,4.263698321,0,0,0,62.62679529,85.84662105,70.74343436,70.74343436,75.00713268
2020-04-01,84,70.6520131,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,11.5471855,0,0,0,70.83154649,94.13193512,70.6520131,70.6520131,82.1991986
2020-05-01,83,70.56354092,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,14.37134522,0,0,0,73.36504826,96.26368517,70.56354092,70.56354092,84.93488613
2020-06-01,76,70.47211966,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,6.878776951,0,0,0,65.47056155,88.87705906,70.47211966,70.47211966,77.35089661
2020-07-01,68,70.38364747,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,-3.504930168,0,0,0,55.4353598,79.19992521,70.38364747,70.38364747,66.8787173
2020-08-01,63,70.29222621,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,-8.065187147,0,0,0,50.10617501,73.95020791,70.29222621,70.29222621,62.22703907
2020-09-01,61,70.20080496,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,-9.51227894,0,0,0,49.0899367,71.95132617,70.20080496,70.20080496,60.68852602
2020-10-01,60,70.11233277,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,-7.197014487,0,0,0,51.22430243,74.32191782,70.11233277,70.11233277,62.91531828
2020-11-01,60,70.02091151,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,-3.23535196,0,0,0,54.90202511,78.30920422,70.02091151,70.02091151,66.78555955
2020-12-01,60,69.93243933,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,-2.709486754,0,0,0,56.01656967,78.43595036,69.93243933,69.93243933,67.22295257
2021-01-01,60,69.84101807,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,-1.625450387,0,0,0,56.68752606,79.95071449,69.84101807,69.84101807,68.21556768
2021-02-01,61,69.74959681,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0.542227474,0,0,0,58.69837834,81.84422926,69.74959681,69.74959681,70.29182428
2021-03-01,63,69.66702277,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,4.325610096,0,0,0,63.313678,85.28497934,69.66702277,69.66702277,73.99263287
2021-04-01,65,69.57560151,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,11.29526262,0,0,0,69.1672973,93.06502677,69.57560151,69.57560151,80.87086413
2021-05-01,65,69.48712933,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,14.42488962,0,0,0,72.45756857,94.93942073,69.48712933,69.48712933,83.91201894
2021-06-01,61,69.39570807,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,7.28829043,0,0,0,65.67395101,88.74449815,69.39570807,69.39570807,76.6839985
2021-07-01,58,69.30723588,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,-3.545225849,0,0,0,54.49161259,76.5810527,69.30723588,69.30723588,65.76201003
2021-08-01,59,69.21581462,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,-8.194957338,0,0,0,49.691137,72.97411356,69.21581462,69.21581462,61.02085729
2021-09-01,58,69.12439337,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,-9.722081855,0,0,0,47.47457088,70.74296166,69.12439337,69.12439337,59.40231151
2021-10-01,61,69.03592118,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,-6.918001841,0,0,0,49.49721475,73.64155154,69.03592118,69.03592118,62.11791934
2021-11-01,69,68.94449992,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,-3.401413173,0,0,0,53.8528423,77.44075787,68.94449992,68.94449992,65.54308675
2021-12-01,72,68.85602774,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,-2.474490332,0,0,0,54.15097406,78.16972782,68.85602774,68.85602774,66.3815374
2022-01-01,72,68.76460648,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,-1.805571348,0,0,0,54.62843394,78.53435975,68.76460648,68.76460648,66.95903513
2022-02-01,73,68.67318522,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0.4657264566,0,0,0,57.24410983,81.23169588,68.67318522,68.67318522,69.13891168
2022-03-01,75,68.59061118,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,4.386674604,0,0,0,61.582951,84.59902537,68.59061118,68.59061118,72.97728578
2022-04-01,80,68.49918992,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,11.04374954,0,0,0,68.28897559,89.63110287,68.49918992,68.49918992,79.54293946
2022-05-01,80,68.41071774,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,14.48376661,0,0,0,70.60525846,94.37797791,68.41071774,68.41071774,82.89448434
2022-06-01,74,68.31929648,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,7.695408342,0,0,0,63.73499353,87.41188165,68.31929648,68.31929648,76.01470482
2022-07-01,67,68.23082429,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,-3.592104866,0,0,0,53.620063,76.65264114,68.23082429,68.23082429,64.63871943
2022-08-01,64,68.13940303,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,-8.326227654,0,0,0,48.4838962,71.34228134,68.13940303,68.13940303,59.81317538
2022-09-01,63,68.04798178,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,-9.925367739,0,0,0,46.71423778,70.1573815,68.04798178,68.04798178,58.12261404
2022-10-01,67,67.95950959,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,-6.636711839,0,0,0,50.08921563,72.33560334,67.95950959,67.95950959,61.32279775
2022-11-01,70,67.86808833,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,-3.568408154,0,0,0,52.45381378,75.78978813,67.86808833,67.86808833,64.29968018
