Date,mead_Evap_tavg,upperCRB_Evap_tavg,mead_Tair_f_inst,upperCRB_Tair_f_inst,mead_Rainf_tavg,upperCRB_Rainf_tavg,upperCRB_SoilMoi10_40cm_inst,upperCRB_SWE_inst
2/1/2015,0.000007340000000,0.00000776378889,287.1161167,273.0994182,0.000003093898800,0.000004979179415,61.17848546,3.921819159
3/1/2015,0.000008310000000,0.00000934574242,291.3288683,277.2808876,0.000005182862933,0.000005480902451,60.1278034,1.528639748
4/1/2015,0.000005700000000,0.00001065029025,292.9552017,279.643009,0.000004336666783,0.000008530086305,56.26106425,0.5268698579
5/1/2015,0.000009460000000,0.00002244994981,296.47924,283.0398182,0.000007789516117,0.000028661950895,62.13417211,0.4554342669
6/1/2015,0.000003750000000,0.00002504405903,305.8447083,292.3218629,0.000003999861100,0.000011561417357,53.1609436,0.004991021593
7/1/2015,0.000009380000000,0.00001958814279,305.3033683,292.5052754,0.000007126343967,0.000014732038735,46.66037991,0.0001523484955
8/1/2015,0.000008960000000,0.00001339077066,306.6584783,292.9819597,0.000007299865633,0.000012591652890,40.88139307,0.000157241195
9/1/2015,0.000001760000000,0.00001059894512,303.5661933,289.9323647,0.000000663541655,0.000008146874128,40.92934433,0.002530421867
10/1/2015,0.000006840000000,0.00000717571677,296.7004083,283.7864068,0.000013473051083,0.000014836341742,44.63318841,0.1640122651
11/1/2015,0.000006150000000,0.00000628906353,284.71464,272.4389077,0.000004574305483,0.000004737467743,50.58219031,3.811917179
12/1/2015,0.000004470000000,0.00000421116059,280.1616083,266.6940183,0.000008213844167,0.000003659264052,52.34090865,7.869897848
1/1/2016,0.000005500000000,0.00000386717488,280.691355,265.8868232,0.000015959677250,0.000002222372285,53.13129306,13.09394745
2/1/2016,0.000008610000000,0.00000783069865,285.7034883,270.5236831,0.000003629023033,0.000001632014677,59.0614281,12.6386249
3/1/2016,0.000010200000000,0.00001058957080,290.0880683,275.351634,0.000007094556383,0.000009077029595,63.66373698,2.591230684
4/1/2016,0.000013300000000,0.00001442416095,292.8436417,278.95393,0.000016862916500,0.000013216311890,63.78047577,1.626265866
5/1/2016,0.000012100000000,0.00002128620136,296.9593817,283.1450253,0.000005664045750,0.000015952671568,63.500277,0.5075699291
6/1/2016,0.000003430000000,0.00001839732709,306.3888733,292.7975323,0.000001375486100,0.000004983255748,48.02924437,0.00753530336
7/1/2016,0.000006750000000,0.00001251219810,307.71805,294.0962206,0.000006227553883,0.000006868453081,37.69235459,0.0001262822254
8/1/2016,0.000007830000000,0.00001188026511,305.4495033,291.7629787,0.000010057728167,0.000012919483905,37.36951579,0.002217067087
9/1/2016,0.000005750000000,0.00001185635750,300.713305,287.7213598,0.000003851319383,0.000016815598892,42.38060494,0.03859911115
10/1/2016,0.000003660000000,0.00000616623603,296.0201617,282.7907799,0.000004449731267,0.000008280615648,46.55862254,0.08183923363
11/1/2016,0.000004440000000,0.00000408598219,288.490045,275.7887019,0.000004512986233,0.000004677885273,48.45268007,1.156018829
12/1/2016,0.000005610000000,0.00000422474835,280.8577733,266.8627511,0.000014772513500,0.000007643029596,53.63454498,10.5211144
1/1/2017,0.000009410000000,0.00000477877441,281.036845,266.1657205,0.000023289247333,0.000007732316264,63.20542746,30.73132898
2/1/2017,0.000011800000000,0.00000718879179,285.6678733,271.3672078,0.000017057738000,0.000007008263592,76.45522635,21.93555627
3/1/2017,0.000016600000000,0.00001247078441,290.6981467,276.2099432,0.000012284341583,0.000010535520987,82.78344737,9.590648855
4/1/2017,0.000012600000000,0.00001521020749,293.030315,278.3908098,0.000009490694333,0.000009608707292,75.40871298,1.776943436
5/1/2017,0.000003890000000,0.00001853623850,297.5873583,283.7138568,0.000001917204283,0.000010917250973,65.84694399,0.5321953035
6/1/2017,0.000002600000000,0.00001863081028,305.6803367,291.9346383,0.000000615902768,0.000002825593625,50.16683353,0.01140829849
7/1/2017,0.000008430000000,0.00001629725216,307.5316183,294.712587,0.000011474327833,0.000013861151128,40.16765948,0.00106542717
8/1/2017,0.000010600000000,0.00001268748782,306.239145,293.1519743,0.000007932997250,0.000009181583209,39.69077104,0.0001333682017
